datetime,portfolio_value,cash,positions,return
2020-03-21 09:29:00-04:00,81754.56694828034,59755.547600135804,"[{'asset': USD, 'quantity': 59755.547600135804}, {'asset': AAPL, 'quantity': 356.0}]",-0.01683205791570208
2020-03-23 08:30:00-04:00,80791.5876544571,59755.547600135804,"[{'asset': USD, 'quantity': 59755.547600135804}, {'asset': AAPL, 'quantity': 356.0}]",-0.011778905200885537
2020-03-23 09:30:00-04:00,80791.5876544571,59755.547600135804,"[{'asset': USD, 'quantity': 59755.547600135804}, {'asset': AAPL, 'quantity': 356.0}]",0.0
2020-03-23 09:30:00-04:00,80791.5876544571,59755.547600135804,"[{'asset': USD, 'quantity': 59755.547600135804}, {'asset': AAPL, 'quantity': 356.0}]",0.0
2020-03-24 09:30:00-04:00,83892.63252292633,29856.00752292633,"[{'asset': USD, 'quantity': 29856.00752292633}, {'asset': AAPL, 'quantity': 862.0}]",0.038383264378121895
2020-03-25 09:30:00-04:00,82729.38369785309,14936.382522926331,"[{'asset': USD, 'quantity': 14936.382522926331}, {'asset': AAPL, 'quantity': 1100.0}]",-0.013865923503537103
2020-03-26 09:30:00-04:00,84631.08989368439,7479.152393684388,"[{'asset': USD, 'quantity': 7479.152393684388}, {'asset': AAPL, 'quantity': 1221.0}]",0.022987070745948968
2020-03-27 09:30:00-04:00,84631.08989368439,3751.089893684388,"[{'asset': USD, 'quantity': 3751.089893684388}, {'asset': AAPL, 'quantity': 1280.0}]",0.0
2020-03-28 09:30:00-04:00,84631.08989368439,1855.4648936843878,"[{'asset': USD, 'quantity': 1855.4648936843878}, {'asset': AAPL, 'quantity': 1310.0}]",0.0
2020-03-28 09:29:00-04:00,84631.08989368439,1855.4648936843878,"[{'asset': USD, 'quantity': 1855.4648936843878}, {'asset': AAPL, 'quantity': 1310.0}]",0.0
2020-03-30 08:30:00-04:00,85564.46689258575,1855.4648936843878,"[{'asset': USD, 'quantity': 1855.4648936843878}, {'asset': AAPL, 'quantity': 1310.0}]",0.01102877205142816
2020-03-30 09:30:00-04:00,85564.46689258575,1855.4648936843878,"[{'asset': USD, 'quantity': 1855.4648936843878}, {'asset': AAPL, 'quantity': 1310.0}]",0.0
2020-03-30 09:30:00-04:00,85564.46689258575,1855.4648936843878,"[{'asset': USD, 'quantity': 1855.4648936843878}, {'asset': AAPL, 'quantity': 1310.0}]",0.0
2020-03-31 09:30:00-04:00,82550.0898707962,896.9648707962042,"[{'asset': USD, 'quantity': 896.9648707962042}, {'asset': AAPL, 'quantity': 1325.0}]",-0.03522930874534258
2020-04-01 09:30:00-04:00,80503.0468932724,6718.668017539978,"[{'asset': USD, 'quantity': 6718.668017539978}, {'asset': AAPL, 'quantity': 1228.0}]",-0.024797586298546004
2020-04-02 09:30:00-04:00,81019.75261684417,17527.55181880951,"[{'asset': USD, 'quantity': 17527.55181880951}, {'asset': AAPL, 'quantity': 1046.0}]",0.006418461704397194
2020-04-03 09:30:00-04:00,81019.75261684417,8786.751708946227,"[{'asset': USD, 'quantity': 8786.751708946227}, {'asset': AAPL, 'quantity': 1190.0}]",0.0
2020-04-04 09:30:00-04:00,81019.75261684417,4416.3516540145865,"[{'asset': USD, 'quantity': 4416.3516540145865}, {'asset': AAPL, 'quantity': 1262.0}]",0.0
2020-04-04 09:29:00-04:00,81019.75261684417,4416.3516540145865,"[{'asset': USD, 'quantity': 4416.3516540145865}, {'asset': AAPL, 'quantity': 1262.0}]",0.0
2020-04-06 08:30:00-04:00,89853.74780269622,4416.3516540145865,"[{'asset': USD, 'quantity': 4416.3516540145865}, {'asset': AAPL, 'quantity': 1262.0}]",0.10903507972468729
2020-04-06 09:30:00-04:00,89853.74780269622,4416.3516540145865,"[{'asset': USD, 'quantity': 4416.3516540145865}, {'asset': AAPL, 'quantity': 1262.0}]",0.0
2020-04-06 09:30:00-04:00,89853.74780269622,4416.3516540145865,"[{'asset': USD, 'quantity': 4416.3516540145865}, {'asset': AAPL, 'quantity': 1262.0}]",0.0
2020-04-07 09:30:00-04:00,87244.3235931015,2182.2517547225943,"[{'asset': USD, 'quantity': 2182.2517547225943}, {'asset': AAPL, 'quantity': 1295.0}]",-0.02904079432863038
2020-04-08 09:30:00-04:00,89199.21080013274,1065.6067962265006,"[{'asset': USD, 'quantity': 1065.6067962265006}, {'asset': AAPL, 'quantity': 1312.0}]",0.02240704181682518
2020-04-09 09:30:00-04:00,89199.21080013274,528.2067718124381,"[{'asset': USD, 'quantity': 528.2067718124381}, {'asset': AAPL, 'quantity': 1320.0}]",0.0
2020-04-10 09:30:00-04:00,89199.21080013274,259.50675960540684,"[{'asset': USD, 'quantity': 259.50675960540684}, {'asset': AAPL, 'quantity': 1324.0}]",0.0
2020-04-10 09:29:00-04:00,89199.21080013274,259.50675960540684,"[{'asset': USD, 'quantity': 259.50675960540684}, {'asset': AAPL, 'quantity': 1324.0}]",0.0
2020-04-13 08:30:00-04:00,92939.5067596054,259.50675960540684,"[{'asset': USD, 'quantity': 259.50675960540684}, {'asset': AAPL, 'quantity': 1324.0}]",0.041931940046571414
2020-04-13 09:30:00-04:00,94086.39130855561,61746.391308555605,"[{'asset': USD, 'quantity': 61746.391308555605}, {'asset': AAPL, 'quantity': 462.0}]",0.01234011873892027
2020-04-13 09:30:00-04:00,94086.39130855561,61746.391308555605,"[{'asset': USD, 'quantity': 61746.391308555605}, {'asset': AAPL, 'quantity': 462.0}]",0.0
2020-04-14 09:30:00-04:00,94628.18993068696,30876.391308555605,"[{'asset': USD, 'quantity': 30876.391308555605}, {'asset': AAPL, 'quantity': 903.0}]",0.00575852272146915
2020-04-15 09:30:00-04:00,96025.083012352,15414.991642723086,"[{'asset': USD, 'quantity': 15414.991642723086}, {'asset': AAPL, 'quantity': 1122.0}]",0.014761912731166449
2020-04-16 09:30:00-04:00,95198.57976222993,7727.576512107851,"[{'asset': USD, 'quantity': 7727.576512107851}, {'asset': AAPL, 'quantity': 1229.0}]",-0.008607159964816202
2020-04-17 09:30:00-04:00,95198.57976222993,3884.261479148867,"[{'asset': USD, 'quantity': 3884.261479148867}, {'asset': AAPL, 'quantity': 1283.0}]",0.0
2020-04-18 09:30:00-04:00,95198.57976222993,1962.6039626693746,"[{'asset': USD, 'quantity': 1962.6039626693746}, {'asset': AAPL, 'quantity': 1310.0}]",0.0
2020-04-18 09:29:00-04:00,95198.57976222993,1962.6039626693746,"[{'asset': USD, 'quantity': 1962.6039626693746}, {'asset': AAPL, 'quantity': 1310.0}]",0.0
2020-04-20 08:30:00-04:00,92444.30356288911,1962.6039626693746,"[{'asset': USD, 'quantity': 1962.6039626693746}, {'asset': AAPL, 'quantity': 1310.0}]",-0.028931904301723432
2020-04-20 09:30:00-04:00,90667.54180027009,58757.20194126129,"[{'asset': USD, 'quantity': 58757.20194126129}, {'asset': AAPL, 'quantity': 462.0}]",-0.019219807972378766
2020-04-20 09:30:00-04:00,90667.54180027009,58757.20194126129,"[{'asset': USD, 'quantity': 58757.20194126129}, {'asset': AAPL, 'quantity': 462.0}]",0.0
2020-04-21 09:30:00-04:00,90075.46632266999,29402.452070961,"[{'asset': USD, 'quantity': 29402.452070961}, {'asset': AAPL, 'quantity': 887.0}]",-0.006530181207563435
2020-04-22 09:30:00-04:00,90698.09901309968,14695.915358314516,"[{'asset': USD, 'quantity': 14695.915358314516}, {'asset': AAPL, 'quantity': 1102.0}]",0.006912344901987888
2020-04-23 09:30:00-04:00,91100.09667850495,7316.392988929751,"[{'asset': USD, 'quantity': 7316.392988929751}, {'asset': AAPL, 'quantity': 1209.0}]",0.004432261202599319
2020-04-24 09:30:00-04:00,91100.09667850495,3643.4928271865865,"[{'asset': USD, 'quantity': 3643.4928271865865}, {'asset': AAPL, 'quantity': 1262.0}]",0.0
2020-04-25 09:30:00-04:00,91100.09667850495,1841.6927478408834,"[{'asset': USD, 'quantity': 1841.6927478408834}, {'asset': AAPL, 'quantity': 1288.0}]",0.0
2020-04-25 09:29:00-04:00,91100.09667850495,1841.6927478408834,"[{'asset': USD, 'quantity': 1841.6927478408834}, {'asset': AAPL, 'quantity': 1288.0}]",0.0
2020-04-27 08:30:00-04:00,93637.44842411042,1841.6927478408834,"[{'asset': USD, 'quantity': 1841.6927478408834}, {'asset': AAPL, 'quantity': 1288.0}]",0.027852349647441876
2020-04-27 09:30:00-04:00,93637.44842411042,1841.6927478408834,"[{'asset': USD, 'quantity': 1841.6927478408834}, {'asset': AAPL, 'quantity': 1288.0}]",0.0
2020-04-27 09:30:00-04:00,93637.44842411042,1841.6927478408834,"[{'asset': USD, 'quantity': 1841.6927478408834}, {'asset': AAPL, 'quantity': 1288.0}]",0.0
2020-04-28 09:30:00-04:00,93523.61886478425,915.1827914810201,"[{'asset': USD, 'quantity': 915.1827914810201}, {'asset': AAPL, 'quantity': 1301.0}]",-0.0012156414046077257
2020-04-29 09:30:00-04:00,95210.78704105377,4525.79971347809,"[{'asset': USD, 'quantity': 4525.79971347809}, {'asset': AAPL, 'quantity': 1251.0}]",0.018040022368133846
2020-04-30 09:30:00-04:00,94297.67497745514,18012.04997745514,"[{'asset': USD, 'quantity': 18012.04997745514}, {'asset': AAPL, 'quantity': 1066.0}]",-0.009590426589005108
2020-05-01 09:30:00-04:00,94604.00113254547,18461.501132545473,"[{'asset': USD, 'quantity': 18461.501132545473}, {'asset': AAPL, 'quantity': 1064.0}]",0.003248501674760984
2020-05-02 09:30:00-04:00,94604.00113254547,9229.938632545473,"[{'asset': USD, 'quantity': 9229.938632545473}, {'asset': AAPL, 'quantity': 1193.0}]",0.0
